APPL,438000000,1.06
AMZN,498000000,0.00
ZM,111800000,0.00
ZM,163.05,325,1
AMZN,2400.23,400,0
ZM,158.89,125,0
ZM,156.83,350,1
AMZN,2358.35,500,1
ZM,162.11,175,1
APPL,285.93,0,0
AMZN,2413.48,50,1
ZM,157.15,450,1
AMZN,2336.01,50,0
AMZN,2370.65,350,1
AMZN,2355.13,700,1
AMZN,2413.1,600,0
APPL,281.98,425,1
AMZN,2404.93,50,0
AMZN,2414.6,50,0
APPL,279.11,225,1
APPL,279.52,350,1
APPL,281.92,375,0
ZM,156.98,350,1
APPL,286.75,0,1
ZM,163.24,325,0
AMZN,2353.59,550,1
APPL,282.99,425,0
APPL,284.78,400,0
APPL,279.26,250,1
APPL,283.09,400,0
AMZN,2400.12,250,0
APPL,286.89,425,1
ZM,157.03,300,1
APPL,286.3,325,1
APPL,283.83,75,0
ZM,161.79,75,0
AMZN,2375.75,0,1
ZM,160.88,75,1
ZM,160.76,200,1
ZM,164.03,300,0
AMZN,2389.74,650,1
APPL,278.78,425,0
APPL,278.33,200,1
APPL,284.13,300,1
APPL,280.25,50,0
APPL,285.16,250,1
ZM,161.4,325,1
ZM,156.45,200,0
AMZN,2413.65,50,1
ZM,163.38,450,0
AMZN,2376.77,950,1
APPL,286.2,0,1
APPL,279.32,275,0
APPL,279.72,375,1
ZM,157.03,175,0
AMZN,2340.4,300,0
APPL,285.19,50,1
AMZN,2397.41,900,1
AMZN,2365.29,350,1
ZM,161.95,300,1
AMZN,2350.54,300,1
ZM,159.12,250,0
ZM,156.58,150,0
APPL,280.06,425,0
ZM,157.37,25,1
APPL,280.84,425,0
AMZN,2375.81,850,0
ZM,162.33,125,1
AMZN,2394.39,550,0
APPL,280.82,350,1
APPL,286.53,425,1
ZM,160.34,250,0
ZM,161.1,425,1
ZM,162.49,275,0
AMZN,2341.87,250,1
ZM,163.26,475,1
AMZN,2344.8,700,0
APPL,278.85,300,1
ZM,161.69,0,1
APPL,282.44,125,1
APPL,280.09,275,1
ZM,160.14,225,1
ZM,159.71,300,0
APPL,281.62,325,1
APPL,283.82,325,0
AMZN,2375.78,900,1
AMZN,2355.87,850,0
APPL,279.73,125,1
AMZN,2384.83,700,1
APPL,284.69,300,0
AMZN,2341.88,650,0
ZM,156.94,475,1
APPL,284.5,225,0
ZM,162.67,425,0
ZM,160.92,25,0
APPL,283.26,100,0
APPL,278.35,450,0
APPL,285.79,200,1
APPL,286.96,125,0
APPL,281.51,50,0
AMZN,2393.81,650,1
AMZN,2383.76,300,0
ZM,155.58,50,1
AMZN,2395.66,800,0
APPL,284.27,175,1
ZM,160.47,175,1
APPL,287.77,100,0
ZM,158.43,75,0
APPL,284.23,375,1
APPL,279.02,200,0
APPL,279.19,100,1
ZM,155.96,75,1
APPL,284.67,0,0
APPL,279.02,475,1
ZM,158.62,475,0
APPL,287.17,175,0
APPL,285.79,400,1
ZM,162.59,400,0
ZM,157.04,225,1
APPL,278.91,275,1
APPL,286.06,450,1
AMZN,2362.42,300,0
ZM,160.23,450,1
APPL,284.32,400,0
APPL,278.79,125,1
AMZN,2337.82,550,1
ZM,159.45,150,1
ZM,161.65,250,1
AMZN,2387.52,800,1
APPL,287.48,125,0
APPL,285.81,225,0
AMZN,2409.56,100,0
ZM,160.74,450,0
APPL,282.83,175,0
ZM,158.57,450,1
APPL,283.52,475,1
AMZN,2407.25,300,1
ZM,156.58,0,1
APPL,279.72,325,1
AMZN,2352.39,550,1
ZM,163.3,300,1
APPL,285.95,350,0
ZM,159.46,475,0
APPL,282.88,450,0
APPL,287.33,175,0
AMZN,2383.49,950,0
ZM,157.57,50,1
APPL,285.94,375,1
ZM,157.73,300,0
AMZN,2335.81,200,1
APPL,278.45,150,0
ZM,160.06,175,1
AMZN,2338.96,450,0
APPL,286.59,75,0
AMZN,2397.14,750,1
ZM,158.8,400,1
ZM,160.86,375,0
AMZN,2374.07,450,0
ZM,162.37,150,1
APPL,283.04,175,1
ZM,159.31,50,0
APPL,278.73,225,0
AMZN,2375.55,950,1
AMZN,2364.78,550,1
APPL,280.59,250,1
ZM,163.97,300,0
AMZN,2344.66,850,1
APPL,279.61,125,0
APPL,283.24,150,0
AMZN,2378.15,100,1
AMZN,2413.17,150,0
AMZN,2388.64,800,1
AMZN,2406.02,450,0
AMZN,2397.24,650,0
APPL,280.62,0,0
APPL,285.68,150,0
AMZN,2379.77,650,0
AMZN,2363.4,850,1
APPL,282.89,175,0
APPL,287.48,425,1
ZM,157.01,225,1
APPL,280.01,0,1
AMZN,2358.35,0,0
ZM,159.84,150,1
APPL,286.77,400,1
AMZN,2406.09,0,0
AMZN,2395.8,800,0
APPL,286.31,275,1
AMZN,2368.82,200,1
ZM,157.47,175,1
APPL,278.17,275,0
AMZN,2396.3,750,1
APPL,284.69,125,0
APPL,278.77,350,0
AMZN,2393.94,450,0
ZM,163.61,75,1
AMZN,2356.8,850,0
APPL,278.76,75,1
ZM,156.06,175,1
APPL,278.86,200,1
ZM,158.78,200,0
ZM,159.83,450,1
ZM,164.1,100,1
ZM,162.84,50,1
APPL,287.3,250,0
AMZN,2378.59,150,1
APPL,282.52,400,1
AMZN,2353.75,550,0
AMZN,2377.59,300,1
AMZN,2383.07,700,0
APPL,279.01,475,0
AMZN,2359.58,0,0
APPL,282.74,275,0
AMZN,2413.81,500,0
AMZN,2363.74,800,0
ZM,156.13,150,0
ZM,160.58,250,0
ZM,162.78,0,0
ZM,157.04,25,0
APPL,286.14,325,1
AMZN,2368.32,900,0
ZM,158.37,25,0
ZM,156.31,0,0
ZM,159.61,375,1
AMZN,2356.68,0,1
ZM,157.95,0,1
ZM,157.15,375,1
ZM,155.92,150,1
AMZN,2404.39,750,1
AMZN,2347.02,150,0
APPL,281.51,125,0
ZM,164.37,275,0
ZM,163.5,300,1
APPL,283.21,275,0
ZM,161.16,50,1
ZM,160.5,300,0
APPL,279.61,375,0
APPL,280.5,450,0
APPL,280.82,425,1
AMZN,2335.21,500,0
APPL,283.52,225,0
AMZN,2386.2,50,1
ZM,160.42,25,1
APPL,282.37,225,1
ZM,162.49,250,0
ZM,158.77,200,1
AMZN,2404.31,250,1
ZM,156.54,100,0
APPL,280.55,0,1
ZM,158.87,275,1
ZM,160.01,125,1
ZM,156.97,325,0
APPL,282.98,250,0
ZM,163.55,275,1
AMZN,2404.08,300,1
ZM,160.37,350,0
AMZN,2392.99,0,0
ZM,156.52,325,0
AMZN,2346.18,150,1
ZM,155.9,150,1
APPL,282.24,400,0
AMZN,2386.05,550,0
ZM,159.48,150,0
AMZN,2343.6,300,1
AMZN,2338.15,650,1
ZM,156.53,425,1
AMZN,2352.22,900,0
AMZN,2385.1,550,0
ZM,161.48,400,0
APPL,284.91,275,0
AMZN,2412.99,100,1
APPL,285.1,150,1
ZM,158.15,475,1
AMZN,2399.74,300,0
APPL,286.56,475,0
APPL,279.92,100,1
APPL,285.67,250,0
AMZN,2336.65,400,0
ZM,162.86,175,1
ZM,162.23,325,0
APPL,284.76,325,1
ZM,160.92,150,0
APPL,282.48,25,1
AMZN,2366.39,150,1
APPL,282.48,25,0
ZM,158.6,400,1
APPL,282.13,475,1
AMZN,2359.85,150,0
AMZN,2355.42,600,1
APPL,285.53,300,0
AMZN,2382.89,950,0
ZM,157.13,125,0
ZM,156.89,300,1
AMZN,2372.45,400,0
ZM,160.0,250,0
ZM,163.68,150,0
AMZN,2368.59,600,1
AMZN,2391.41,850,1
AMZN,2391.29,950,0
ZM,162.52,275,0
ZM,158.33,25,0
APPL,279.03,250,0
ZM,158.6,75,1
ZM,159.45,475,0
APPL,287.71,375,1
ZM,157.59,350,0
AMZN,2378.84,150,0
ZM,157.51,125,0
APPL,283.04,475,1
APPL,285.31,200,0
AMZN,2382.57,550,0
AMZN,2405.7,600,1
APPL,279.06,350,0
ZM,157.0,0,1
AMZN,2368.33,650,1
APPL,286.82,125,0
APPL,283.65,425,0
ZM,161.83,50,1
AMZN,2336.24,250,0
APPL,280.22,400,1
AMZN,2374.58,650,0
ZM,159.09,350,1
ZM,155.98,0,0
ZM,156.45,0,1
APPL,278.34,75,1
APPL,285.5,375,1
APPL,286.1,250,0
APPL,283.6,225,1
APPL,282.46,200,0
APPL,282.04,175,1
AMZN,2353.98,750,1
AMZN,2353.16,550,1
AMZN,2338.99,900,1
APPL,281.73,300,1
APPL,278.87,200,1
APPL,280.27,25,0
ZM,158.68,25,0
APPL,282.45,25,1
AMZN,2351.64,900,1
APPL,281.78,175,1
AMZN,2389.64,650,1
APPL,283.62,450,1
AMZN,2343.47,550,1
ZM,158.61,25,0
ZM,163.41,75,1
AMZN,2336.45,900,1
AMZN,2369.05,250,0
APPL,281.64,425,0
APPL,284.58,100,1
APPL,280.24,0,0
APPL,284.73,75,0
APPL,284.24,25,1
ZM,157.17,450,1
ZM,160.61,125,0
APPL,286.01,450,1
ZM,156.79,50,1
APPL,284.85,25,0
AMZN,2335.15,300,1
APPL,286.66,25,0
AMZN,2397.84,450,0
AMZN,2402.8,250,0
ZM,160.57,125,0
AMZN,2387.69,800,0
ZM,163.06,300,1
AMZN,2347.94,350,1
AMZN,2395.07,750,0
ZM,162.58,150,1
AMZN,2364.51,400,0
ZM,158.63,475,1
AMZN,2364.97,850,1
ZM,162.68,200,1
AMZN,2335.1,900,0
APPL,279.14,100,0
APPL,284.86,475,0
AMZN,2376.66,650,0
AMZN,2408.55,400,0
AMZN,2382.68,150,1
APPL,281.0,475,1
APPL,286.67,325,0
AMZN,2402.23,400,0
APPL,278.82,400,1
APPL,282.12,325,0
ZM,155.77,450,0
ZM,157.42,300,1
APPL,286.05,400,1
ZM,160.18,125,0
APPL,281.39,225,1
AMZN,2381.53,200,1
ZM,163.94,450,0
APPL,281.57,450,1
AMZN,2335.79,550,1
APPL,286.6,400,0
AMZN,2347.13,250,0
ZM,163.44,150,1
AMZN,2390.67,550,0
ZM,155.7,325,1
ZM,158.99,200,0
APPL,279.8,75,0
APPL,283.7,400,0
APPL,284.09,400,1
APPL,285.47,350,1
AMZN,2343.69,0,0
AMZN,2404.12,600,1
AMZN,2392.14,750,1
AMZN,2405.07,850,0
APPL,278.28,375,1
APPL,279.93,225,0
AMZN,2397.81,250,1
APPL,286.39,250,1
AMZN,2396.49,350,0
AMZN,2383.15,600,0
AMZN,2392.58,250,0
ZM,162.32,175,0
APPL,278.85,250,0
APPL,280.45,300,1
ZM,156.44,350,1
AMZN,2402.41,350,1
AMZN,2373.49,850,1
AMZN,2414.14,0,1
ZM,156.11,50,0
ZM,155.77,450,1
AMZN,2384.3,550,1
APPL,279.79,300,0
APPL,282.63,200,1
ZM,160.08,325,0
AMZN,2403.47,750,1
ZM,162.04,100,1
ZM,160.0,275,1
APPL,277.97,225,0
ZM,160.16,150,0
APPL,277.83,275,0
ZM,157.33,150,0
AMZN,2389.84,250,0
ZM,162.12,150,0
ZM,159.38,175,0
APPL,279.78,150,1
AMZN,2356.66,700,1
APPL,279.36,50,1
AMZN,2354.45,650,1
APPL,284.9,25,0
APPL,285.62,425,0
ZM,160.87,175,0
APPL,282.16,175,0
APPL,278.74,325,0
ZM,156.4,100,1
ZM,161.22,100,0
AMZN,2390.83,200,1
AMZN,2362.14,800,1
AMZN,2378.05,100,1
AMZN,2397.71,250,0
APPL,281.43,400,0
ZM,163.3,475,0
APPL,283.2,150,0
AMZN,2367.07,600,0
AMZN,2396.54,50,0
APPL,284.5,200,0
APPL,285.41,300,1
APPL,279.07,50,1
APPL,278.82,50,0
APPL,281.04,250,1
APPL,283.64,50,1
ZM,163.77,75,1
AMZN,2384.19,450,0
AMZN,2411.18,250,0
APPL,278.28,25,0
ZM,157.89,450,1
AMZN,2367.97,900,0
APPL,283.94,475,1
ZM,156.62,300,0
ZM,158.06,375,1
ZM,163.61,375,1
ZM,161.64,150,1
APPL,280.77,200,0
ZM,160.56,250,1
ZM,159.46,50,1
APPL,279.01,200,0
AMZN,2406.85,100,1
ZM,164.25,25,0
APPL,283.24,250,1
AMZN,2393.46,650,1
APPL,287.13,125,1
AMZN,2388.85,100,0
AMZN,2373.11,450,1
AMZN,2365.43,400,1
AMZN,2382.05,800,1
APPL,287.43,375,1
APPL,285.1,225,0
AMZN,2345.57,0,1
ZM,163.98,275,1
APPL,287.09,175,1
AMZN,2373.69,100,1
ZM,155.9,50,1
AMZN,2355.05,350,1
ZM,162.27,450,0
ZM,157.78,0,0
APPL,282.25,425,0
ZM,160.97,125,0
AMZN,2389.87,200,0
APPL,283.87,250,1
ZM,156.04,125,1
AMZN,2395.53,150,0
ZM,161.05,200,1
AMZN,2367.72,500,0
ZM,160.77,150,1
APPL,287.68,50,1
AMZN,2350.39,450,1
ZM,161.9,125,1
AMZN,2408.16,50,0
AMZN,2388.76,950,0
APPL,286.69,250,1
APPL,278.51,475,0
ZM,160.28,325,0
AMZN,2410.41,850,1
ZM,160.47,375,1
AMZN,2359.26,950,0
ZM,156.9,300,0
AMZN,2345.82,50,0
ZM,160.42,75,1
AMZN,2389.68,800,1
AMZN,2357.15,50,1
AMZN,2394.08,50,0
AMZN,2363.88,800,0
AMZN,2359.01,850,0
AMZN,2380.92,100,1
APPL,279.25,400,1
ZM,163.7,250,0
APPL,287.32,0,0
ZM,160.93,150,1
APPL,287.29,50,0
APPL,284.33,125,1
ZM,161.97,50,0
ZM,156.65,325,1
ZM,156.57,0,0
AMZN,2337.99,400,1
ZM,164.3,275,0
APPL,280.84,300,0
APPL,284.64,175,0
APPL,283.45,175,0
ZM,158.8,275,0
AMZN,2337.45,450,1
APPL,286.07,450,0
AMZN,2410.04,750,1
AMZN,2374.2,700,1
ZM,162.06,300,0
AMZN,2381.46,700,0
APPL,287.06,0,1
ZM,158.29,150,0
AMZN,2367.87,850,1
ZM,163.73,150,1
APPL,286.37,175,0
APPL,287.72,375,1
APPL,282.69,125,1
ZM,161.61,0,0
APPL,284.54,200,1
AMZN,2379.73,0,1
AMZN,2335.72,550,1
ZM,159.75,425,0
APPL,283.55,400,1
ZM,161.91,75,1
APPL,283.8,200,1
AMZN,2406.59,350,0
ZM,161.02,100,1
AMZN,2368.82,250,1
AMZN,2412.52,750,0
AMZN,2341.29,450,1
ZM,155.71,450,1
AMZN,2383.24,200,1
ZM,156.28,0,1
APPL,285.36,0,0
ZM,161.01,400,1
AMZN,2344.88,900,0
AMZN,2388.54,800,1
APPL,282.7,150,1
APPL,285.82,200,0
APPL,283.72,75,0
AMZN,2395.79,100,1
APPL,286.27,175,0
ZM,159.5,250,0
AMZN,2373.58,50,0
APPL,284.17,125,0
AMZN,2335.44,450,1
AMZN,2405.12,50,1
AMZN,2409.61,850,0
AMZN,2337.55,900,0
ZM,162.2,100,0
APPL,278.1,0,0
APPL,279.91,150,1
APPL,283.79,400,1
APPL,278.43,75,0
AMZN,2375.3,250,1
AMZN,2382.16,750,1
ZM,161.7,375,1
ZM,156.48,50,0
ZM,163.07,50,0
AMZN,2359.43,700,0
AMZN,2376.99,500,0
APPL,284.64,75,1
APPL,278.8,200,0
APPL,287.36,175,1
ZM,159.7,275,0
AMZN,2347.14,250,1
AMZN,2412.66,850,0
APPL,284.51,400,0
AMZN,2408.98,50,1
APPL,278.96,25,0
AMZN,2346.33,400,1
ZM,156.33,350,0
AMZN,2359.28,950,1
APPL,283.55,225,0
APPL,286.8,300,1
AMZN,2413.91,450,1
APPL,287.32,100,0
ZM,159.11,175,0
AMZN,2403.71,750,0
ZM,158.47,150,1
AMZN,2346.29,750,0
APPL,285.71,50,1
AMZN,2411.44,100,1
ZM,164.36,150,0
APPL,279.79,350,0
AMZN,2374.38,400,1
APPL,279.22,375,1
APPL,286.65,175,1
APPL,283.3,100,1
APPL,285.26,275,0
APPL,284.71,450,1
AMZN,2375.62,500,1
APPL,283.14,275,1
APPL,278.49,475,0
AMZN,2380.12,800,1
APPL,278.6,0,1
APPL,286.84,75,1
APPL,284.11,225,1
ZM,161.35,25,0
APPL,278.01,150,1
AMZN,2397.59,650,1
ZM,163.21,250,1
AMZN,2343.69,50,0
ZM,161.34,100,1
APPL,287.12,100,0
ZM,159.94,175,0
ZM,160.42,75,1
AMZN,2410.94,100,0
ZM,163.26,75,1
ZM,157.91,25,0
ZM,157.76,75,1
APPL,287.42,250,0
AMZN,2394.94,0,0
AMZN,2337.32,650,0
APPL,279.07,450,0
ZM,158.65,75,1
AMZN,2394.06,450,0
APPL,282.75,125,1
AMZN,2405.35,550,1
ZM,162.16,375,1
APPL,282.81,225,1
APPL,286.75,175,1
AMZN,2383.71,800,0
ZM,162.96,125,1
ZM,157.9,50,0
AMZN,2345.83,950,1
APPL,283.66,175,1
AMZN,2379.56,850,1
ZM,163.76,425,1
APPL,280.68,225,0
AMZN,2339.27,650,0
ZM,158.79,475,0
AMZN,2405.76,950,1
APPL,284.35,425,1
AMZN,2399.98,500,0
AMZN,2356.96,200,0
APPL,281.21,400,1
AMZN,2411.09,500,0
APPL,283.17,50,1
ZM,156.95,400,1
ZM,162.89,50,0
APPL,287.16,25,0
APPL,285.33,75,0
APPL,286.97,450,1
APPL,279.63,25,1
ZM,161.47,250,1
APPL,286.97,375,1
AMZN,2371.8,700,0
APPL,282.51,300,0
APPL,286.74,75,0
APPL,285.86,325,0
ZM,161.89,0,1
AMZN,2362.95,200,0
ZM,159.69,450,0
APPL,286.34,125,1
AMZN,2344.27,500,1
AMZN,2364.82,500,0
APPL,281.02,125,0
APPL,285.39,225,0
ZM,161.45,300,0
AMZN,2408.03,100,1
ZM,157.86,300,1
ZM,157.27,0,0
APPL,278.77,25,0
AMZN,2386.99,250,1
APPL,282.36,450,1
ZM,163.26,50,1
APPL,279.88,250,0
APPL,279.87,375,0
AMZN,2340.37,250,1
APPL,286.69,50,1
ZM,164.31,150,1
APPL,285.81,325,1
AMZN,2365.66,850,1
AMZN,2371.96,400,1
APPL,284.3,25,0
AMZN,2366.16,900,0
APPL,286.08,325,0
ZM,158.65,25,1
ZM,156.84,175,0
APPL,279.33,300,1
AMZN,2383.8,0,1
AMZN,2396.73,50,0
ZM,157.58,125,0
AMZN,2383.42,0,1
APPL,279.78,75,1
APPL,287.29,400,1
ZM,160.89,475,1
APPL,287.56,100,1
AMZN,2356.59,750,1
ZM,160.35,175,0
AMZN,2413.51,600,0
ZM,156.58,225,0
ZM,159.05,275,1
ZM,164.36,350,1
ZM,157.5,350,0
APPL,285.26,225,1
APPL,285.48,100,0
AMZN,2391.61,950,1
AMZN,2369.24,350,1
AMZN,2380.83,650,1
APPL,280.2,225,0
AMZN,2389.56,300,0
AMZN,2376.28,900,0
ZM,162.67,275,1
ZM,162.56,175,1
AMZN,2359.05,300,1
ZM,161.25,275,1
APPL,286.12,300,0
ZM,161.5,225,0
APPL,284.88,300,0
AMZN,2387.67,250,0
AMZN,2356.28,50,1
AMZN,2360.8,250,0
APPL,278.43,275,1
APPL,287.68,150,1
APPL,280.79,25,0
APPL,282.59,450,1
APPL,285.51,50,0
AMZN,2390.2,300,0
APPL,282.74,375,1
AMZN,2381.03,150,0
APPL,284.46,350,0
APPL,278.5,125,0
APPL,278.73,150,1
ZM,159.77,325,1
AMZN,2341.94,400,0
AMZN,2376.97,950,1
APPL,284.74,375,1
AMZN,2360.47,650,0
AMZN,2369.3,150,0
APPL,278.03,50,0
APPL,283.23,50,1
APPL,284.14,125,0
AMZN,2392.07,900,0
ZM,163.89,350,0
ZM,157.4,425,0
AMZN,2369.45,50,0
ZM,156.94,425,0
AMZN,2336.46,850,1
ZM,159.59,225,1
APPL,283.94,175,0
AMZN,2405.19,250,0
APPL,279.7,225,1
APPL,287.0,75,0
AMZN,2379.1,950,1
ZM,160.06,75,1
ZM,156.07,300,1
APPL,282.15,275,0
AMZN,2370.98,600,1
AMZN,2393.25,900,0
ZM,155.89,0,1
AMZN,2374.32,600,0
ZM,163.7,275,1
ZM,156.36,425,0
AMZN,2360.46,400,0
AMZN,2352.16,250,1
APPL,280.74,75,1
AMZN,2403.1,250,0
ZM,157.24,0,1
AMZN,2356.98,800,1
AMZN,2399.29,0,0
ZM,156.01,75,1
APPL,281.69,75,0
AMZN,2346.16,500,0
ZM,157.97,250,1
AMZN,2364.6,350,1
APPL,282.65,150,0
APPL,278.93,150,1
APPL,282.34,225,0
AMZN,2346.39,650,0
APPL,282.27,350,0
ZM,157.44,475,0
ZM,161.56,50,0
APPL,281.43,100,1
ZM,162.31,400,1
ZM,156.53,425,1
APPL,280.39,100,1
APPL,283.76,100,0
APPL,279.47,25,0
APPL,278.26,175,1
AMZN,2363.27,450,0
AMZN,2382.11,0,0
AMZN,2348.62,800,0
APPL,281.59,375,0
APPL,281.13,325,1
AMZN,2358.59,350,1
APPL,284.77,300,1
AMZN,2386.6,750,0
ZM,163.31,125,0
AMZN,2412.7,300,1
AMZN,2361.8,200,1
APPL,281.96,200,0
APPL,285.96,125,1
AMZN,2368.41,150,0
AMZN,2354.46,300,0
ZM,163.87,250,0
APPL,279.43,300,0
AMZN,2359.13,200,0
APPL,287.03,400,1
APPL,277.87,300,1
ZM,157.55,225,0
AMZN,2372.16,650,0
ZM,157.6,450,0
ZM,156.9,25,1
APPL,282.28,250,0
AMZN,2405.49,0,0
ZM,158.88,275,0
ZM,164.5,175,1
APPL,283.06,350,0
ZM,164.31,0,0
ZM,162.62,375,1
ZM,157.35,275,0
ZM,159.99,0,1
ZM,160.98,425,1
AMZN,2352.25,800,1
APPL,280.94,300,1
ZM,161.07,0,1
AMZN,2370.24,400,0
ZM,161.31,425,1
APPL,283.7,450,0
AMZN,2365.18,900,0
ZM,157.47,350,1
ZM,161.36,200,0
APPL,279.06,275,0
ZM,162.96,200,0
AMZN,2338.28,150,0
ZM,162.84,200,0
AMZN,2372.78,0,0
ZM,155.79,125,0
AMZN,2372.05,650,1
ZM,164.46,50,1
ZM,163.68,200,1
ZM,157.85,300,0
AMZN,2359.33,750,1
ZM,161.33,425,0
AMZN,2394.41,150,0
AMZN,2336.0,850,0
ZM,161.82,325,1
APPL,278.28,25,1
APPL,285.56,475,0
APPL,278.71,275,1
AMZN,2357.08,850,1
AMZN,2370.18,300,0
APPL,279.67,125,1
APPL,284.51,150,1
AMZN,2364.64,850,1
APPL,285.89,350,0
AMZN,2379.79,100,0
AMZN,2383.7,550,1
ZM,159.48,375,1
AMZN,2358.96,400,0
ZM,159.22,0,0
ZM,155.93,350,1
ZM,159.57,125,0
AMZN,2336.95,0,0
APPL,287.05,400,1
APPL,280.73,325,0
APPL,287.04,175,0
AMZN,2379.79,400,0
APPL,279.48,150,0
ZM,162.69,400,1
ZM,157.01,75,1
AMZN,2381.62,900,1
APPL,287.12,25,1
AMZN,2379.29,50,0
ZM,160.48,25,1
ZM,155.99,100,0
APPL,286.3,125,1
APPL,278.38,100,1
AMZN,2390.69,200,1
APPL,287.21,325,0
AMZN,2412.71,950,0
AMZN,2364.91,850,0
APPL,279.51,325,0
APPL,285.73,300,1
AMZN,2400.1,200,1
AMZN,2364.88,700,0
APPL,286.24,250,0
AMZN,2397.57,550,1
ZM,157.08,450,1
APPL,283.25,200,0
ZM,163.77,350,0
APPL,284.87,300,1
AMZN,2410.53,800,0
APPL,286.19,150,1
ZM,163.93,0,0
APPL,287.12,100,1
ZM,162.61,200,0
AMZN,2389.25,600,0
AMZN,2353.0,550,0
AMZN,2406.84,900,0
ZM,162.93,375,1
AMZN,2373.64,350,0
APPL,285.25,250,0
APPL,282.26,25,1
APPL,280.12,25,0
AMZN,2374.45,900,0
APPL,284.69,25,1
ZM,157.38,150,0
ZM,156.21,475,0
AMZN,2399.81,100,0
AMZN,2413.85,0,1
APPL,286.99,150,1
APPL,286.21,175,0
ZM,160.75,175,1
APPL,283.95,450,1
ZM,162.7,175,1
APPL,281.04,400,1
AMZN,2369.16,450,0
APPL,285.4,350,1
AMZN,2381.25,350,0
AMZN,2372.88,950,0
AMZN,2376.07,100,0
APPL,286.84,175,1
APPL,278.98,125,1
AMZN,2368.14,450,1
AMZN,2364.36,500,1
APPL,285.93,275,0
ZM,161.39,200,1
ZM,160.35,50,1
APPL,278.13,450,0
APPL,280.78,475,0
ZM,159.47,175,1
APPL,285.9,175,1
AMZN,2340.7,700,1
ZM,156.93,0,1
ZM,157.67,50,1
ZM,160.22,425,0
AMZN,2383.74,300,0
AMZN,2397.48,450,1
ZM,159.48,75,0
AMZN,2391.4,900,0
AMZN,2397.25,600,1
ZM,159.95,125,0
APPL,284.13,225,0
ZM,161.27,125,1
AMZN,2398.67,0,0
AMZN,2374.89,850,0
ZM,163.23,250,1
AMZN,2363.12,850,0
AMZN,2411.34,900,1
ZM,161.11,425,1
ZM,161.75,150,0
ZM,159.77,450,1
ZM,155.8,425,1
APPL,283.34,400,1
ZM,156.93,275,0
AMZN,2355.07,700,1
AMZN,2385.05,850,1
AMZN,2345.71,200,1
APPL,277.93,475,1
ZM,162.41,175,1
ZM,159.59,325,1
AMZN,2390.07,300,0
APPL,283.06,325,0
APPL,285.14,250,0
AMZN,2390.01,700,0
ZM,161.2,200,1
APPL,282.38,300,1
ZM,161.52,200,0
ZM,159.73,125,0
AMZN,2368.88,150,0
APPL,279.05,375,0
APPL,283.18,325,1
APPL,280.13,225,1
ZM,157.72,400,0
AMZN,2358.08,100,0
ZM,159.24,475,0
APPL,279.64,150,0
AMZN,2348.33,900,0
APPL,281.26,350,0
APPL,281.59,175,0
ZM,163.35,50,1
AMZN,2401.74,500,0
AMZN,2351.08,750,0
ZM,162.07,275,0
ZM,156.45,300,1
APPL,283.79,375,1
AMZN,2378.03,150,1
APPL,281.3,200,0
ZM,160.68,175,0
ZM,164.2,325,0
APPL,282.4,175,1
APPL,285.77,275,0
APPL,281.53,350,1
APPL,279.6,250,1
APPL,286.23,150,1
APPL,281.15,125,1
AMZN,2342.52,550,0
AMZN,2389.88,350,0
APPL,283.3,250,0
AMZN,2388.11,950,0
ZM,156.18,250,0
APPL,279.97,225,1
ZM,159.11,375,1
ZM,162.74,200,1
ZM,158.31,475,1
ZM,159.23,25,0
ZM,163.48,0,0
AMZN,2343.3,50,0
APPL,281.53,75,0
ZM,156.18,125,1
ZM,160.09,50,1
ZM,155.89,475,0
APPL,282.59,400,1
ZM,164.1,325,1
AMZN,2386.58,550,1
ZM,160.01,150,1
APPL,284.93,425,0
ZM,157.96,225,1
ZM,162.94,100,0
ZM,160.82,200,1
APPL,286.91,25,0
ZM,159.44,50,1
ZM,164.0,350,1
APPL,286.68,450,1
ZM,160.34,325,1
APPL,281.25,225,1
AMZN,2353.0,700,0
APPL,279.69,150,0
AMZN,2336.25,0,0
ZM,162.15,475,0
AMZN,2341.69,450,1
AMZN,2411.87,900,0
AMZN,2363.82,950,0
APPL,282.18,0,0
APPL,281.87,50,0
APPL,286.75,375,0
ZM,157.15,50,0
APPL,286.01,250,1
AMZN,2412.75,850,0
AMZN,2365.81,450,1
ZM,162.75,425,0
APPL,278.89,50,0
AMZN,2371.54,700,0
APPL,278.25,100,1
APPL,287.1,325,0
APPL,285.62,75,1
AMZN,2368.49,900,0
APPL,281.56,250,1
APPL,286.14,375,1
AMZN,2343.89,300,1
APPL,287.05,350,1
APPL,284.56,75,1
AMZN,2370.4,950,1
ZM,164.01,450,0
APPL,278.07,0,1
ZM,160.73,375,0
APPL,281.71,50,0
APPL,287.58,25,0
ZM,158.0,475,1
AMZN,2412.61,350,1
APPL,278.78,150,0
AMZN,2371.0,0,0
APPL,286.14,225,1
ZM,157.4,25,1
APPL,285.84,75,0
ZM,158.92,300,0
ZM,163.03,425,1
ZM,159.31,150,1
AMZN,2373.5,950,1
APPL,279.02,425,1
ZM,161.31,375,1
ZM,156.99,125,0
AMZN,2409.86,150,1
APPL,279.98,325,0
ZM,161.66,250,0
APPL,282.88,350,1
ZM,161.74,325,1
AMZN,2350.73,750,0
